frameNumber	x		y		Timestamp

The Object Moves from Frame: 1 at time: 0:0:0
1		307		73		0:0:0
2		307		73		0:0:0
3		307		73		0:0:0
4		307		73		0:0:0
5		307		73		0:0:0
6		307		73		0:0:0
7		307		73		0:0:0
8		308		74		0:0:0
9		308		73		0:0:0
10		308		74		0:0:0
11		308		74		0:0:0
12		308		74		0:0:0
13		307		74		0:0:0
14		307		73		0:0:0
15		308		74		0:0:0
16		308		74		0:0:0
17		308		73		0:0:0
18		307		73		0:0:0
19		307		73		0:0:0
20		308		73		0:0:0
21		308		73		0:0:0
22		307		73		0:0:0
23		308		73		0:0:0
24		307		73		0:0:0
The Object Moves from Frame: 24 at time: 0:0:0
24		1189		642		0:0:0
25		1189		642		0:0:0
26		1189		642		0:0:0
27		1189		642		0:0:0
28		1189		642		0:0:0
28		1189		642		0:0:0
29		1189		642		0:0:0
30		1189		642		0:0:1
31		1189		642		0:0:1
32		1189		642		0:0:1
32		1189		642		0:0:1
33		1189		642		0:0:1
34		1189		642		0:0:1
35		1189		642		0:0:1
36		1189		642		0:0:1
36		1189		642		0:0:1
37		1189		642		0:0:1
38		1189		642		0:0:1
39		1189		642		0:0:1
40		1189		642		0:0:1
40		1189		642		0:0:1
41		1189		642		0:0:1
42		1189		642		0:0:1
43		1189		642		0:0:1
44		1189		642		0:0:1
44		1189		642		0:0:1
45		1189		642		0:0:1
46		1189		642		0:0:1
47		1189		642		0:0:1
48		1189		642		0:0:1
48		1189		642		0:0:1
49		1189		642		0:0:1
50		1189		642		0:0:1
51		1189		642		0:0:1
52		1189		642		0:0:1
53		1189		642		0:0:1
53		1189		642		0:0:1
54		1189		642		0:0:1
55		1189		642		0:0:1
56		1189		642		0:0:1
57		1189		642		0:0:1
57		1189		642		0:0:1
58		1189		642		0:0:1
59		1189		642		0:0:1
60		1189		642		0:0:2
61		1189		642		0:0:2
61		1189		642		0:0:2
62		1189		642		0:0:2
63		1189		642		0:0:2
64		1189		642		0:0:2
65		1189		642		0:0:2
65		1189		642		0:0:2
66		1189		642		0:0:2
67		1189		642		0:0:2
68		1189		642		0:0:2
69		1189		642		0:0:2
69		1189		642		0:0:2
70		1189		642		0:0:2
71		1189		642		0:0:2
72		1189		642		0:0:2
73		1189		642		0:0:2
73		1189		642		0:0:2
74		1189		642		0:0:2
75		1189		642		0:0:2
76		1189		642		0:0:2
77		1189		642		0:0:2
77		1189		642		0:0:2
78		1189		642		0:0:2
79		1189		642		0:0:2
80		1189		642		0:0:2
81		1189		642		0:0:2
82		1189		642		0:0:2
83		1189		642		0:0:2
84		1189		642		0:0:2
85		1189		642		0:0:2
86		1189		642		0:0:2
87		1189		642		0:0:2
88		1189		642		0:0:2
89		1189		642		0:0:2
90		1189		642		0:0:3
91		1189		642		0:0:3
92		1189		642		0:0:3
93		1189		642		0:0:3
94		1189		642		0:0:3
95		1189		642		0:0:3
96		1189		642		0:0:3
97		1189		642		0:0:3
98		1189		642		0:0:3
99		1189		642		0:0:3
