frameNumber	x		y		Timestamp

The Object Moves from Frame: 1 at time: 0:0:0
100		1189		642		0:0:3
101		1189		642		0:0:3
102		1189		642		0:0:3
103		1189		642		0:0:3
104		1189		642		0:0:3
105		1189		642		0:0:3
106		1189		642		0:0:3
107		1189		642		0:0:3
108		1189		642		0:0:3
109		1189		642		0:0:3
110		1189		642		0:0:3
111		1189		642		0:0:3
112		1189		642		0:0:3
113		1189		642		0:0:3
114		1189		642		0:0:3
115		1189		642		0:0:3
116		1189		642		0:0:3
117		1189		642		0:0:3
118		1189		642		0:0:3
119		1189		642		0:0:3
120		1189		642		0:0:4
121		1189		642		0:0:4
122		1189		642		0:0:4
123		1189		642		0:0:4
124		1189		642		0:0:4
125		1189		642		0:0:4
126		1189		642		0:0:4
127		1189		642		0:0:4
128		1189		642		0:0:4
129		1189		642		0:0:4
130		1189		642		0:0:4
131		1189		642		0:0:4
132		1189		642		0:0:4
133		1189		642		0:0:4
134		1189		642		0:0:4
135		1189		642		0:0:4
136		1189		642		0:0:4
137		1189		642		0:0:4
138		1189		642		0:0:4
139		1189		642		0:0:4
140		1189		642		0:0:4
141		1189		642		0:0:4
142		1189		642		0:0:4
143		1189		642		0:0:4
144		1189		642		0:0:4
145		1189		642		0:0:4
146		1189		642		0:0:4
147		1189		642		0:0:4
148		1189		642		0:0:4
149		1189		642		0:0:4
150		1189		642		0:0:5
151		719		652		0:0:5
152		698		651		0:0:5
153		677		615		0:0:5
154		659		588		0:0:5
155		645		564		0:0:5
156		623		541		0:0:5
157		619		519		0:0:5
158		607		500		0:0:5
159		601		481		0:0:5
160		594		463		0:0:5
161		586		450		0:0:5
162		583		437		0:0:5
163		580		428		0:0:5
164		584		423		0:0:5
165		582		417		0:0:5
166		582		412		0:0:5
167		582		408		0:0:5
168		584		406		0:0:5
The Object Moves from Frame: 169 at time: 0:0:5
169		602		608		0:0:5
170		601		609		0:0:5
171		603		608		0:0:5
172		603		608		0:0:5
173		606		602		0:0:5
174		602		612		0:0:5
175		600		614		0:0:5
176		603		609		0:0:5
177		604		604		0:0:5
178		603		604		0:0:5
179		603		607		0:0:5
180		586		652		0:0:6
181		586		652		0:0:6
182		599		610		0:0:6
183		586		652		0:0:6
184		586		652		0:0:6
185		597		614		0:0:6
186		598		613		0:0:6
187		596		615		0:0:6
188		605		597		0:0:6
189		606		597		0:0:6
190		605		601		0:0:6
191		601		610		0:0:6
192		589		652		0:0:6
193		587		601		0:0:6
194		605		604		0:0:6
195		606		606		0:0:6
196		607		604		0:0:6
197		608		604		0:0:6
198		603		616		0:0:6
199		603		616		0:0:6
200		606		608		0:0:6
201		607		607		0:0:6
202		605		608		0:0:6
203		602		608		0:0:6
204		602		601		0:0:6
205		564		462		0:0:6
206		561		462		0:0:6
207		561		462		0:0:6
208		560		468		0:0:6
209		559		467		0:0:6
210		559		469		0:0:7
211		560		472		0:0:7
212		555		485		0:0:7
213		561		490		0:0:7
214		557		490		0:0:7
215		555		488		0:0:7
216		557		484		0:0:7
217		560		483		0:0:7
218		556		480		0:0:7
219		567		471		0:0:7
220		562		466		0:0:7
221		561		463		0:0:7
222		571		463		0:0:7
223		572		464		0:0:7
224		574		465		0:0:7
225		571		462		0:0:7
226		561		457		0:0:7
227		561		455		0:0:7
228		562		453		0:0:7
229		564		452		0:0:7
230		569		442		0:0:7
231		581		439		0:0:7
232		581		440		0:0:7
233		579		437		0:0:7
234		599		442		0:0:7
235		600		444		0:0:7
236		590		422		0:0:7
237		591		422		0:0:7
238		593		419		0:0:7
239		587		425		0:0:7
240		590		424		0:0:8
241		590		422		0:0:8
242		596		420		0:0:8
243		599		415		0:0:8
244		602		408		0:0:8
245		605		404		0:0:8
246		607		402		0:0:8
247		608		400		0:0:8
248		609		397		0:0:8
249		611		394		0:0:8
250		613		392		0:0:8
251		616		387		0:0:8
252		620		384		0:0:8
253		621		379		0:0:8
254		623		374		0:0:8
255		625		371		0:0:8
256		622		381		0:0:8
257		625		379		0:0:8
258		628		376		0:0:8
259		633		373		0:0:8
260		633		370		0:0:8
261		645		360		0:0:8
262		650		359		0:0:8
263		654		358		0:0:8
264		669		372		0:0:8
265		658		357		0:0:8
266		662		354		0:0:8
267		664		349		0:0:8
268		667		346		0:0:8
269		686		363		0:0:8
270		687		363		0:0:9
271		690		361		0:0:9
272		691		358		0:0:9
273		681		340		0:0:9
274		683		339		0:0:9
275		696		354		0:0:9
276		688		337		0:0:9
277		688		336		0:0:9
278		690		336		0:0:9
279		694		335		0:0:9
280		699		335		0:0:9
281		702		333		0:0:9
282		705		333		0:0:9
283		707		332		0:0:9
284		708		331		0:0:9
285		716		327		0:0:9
286		718		328		0:0:9
287		734		347		0:0:9
288		738		346		0:0:9
289		740		346		0:0:9
290		742		345		0:0:9
291		729		325		0:0:9
292		736		324		0:0:9
293		738		325		0:0:9
294		740		322		0:0:9
295		753		335		0:0:9
296		743		321		0:0:9
297		743		321		0:0:9
298		744		319		0:0:9
299		746		318		0:0:9
300		757		338		0:0:10
301		760		336		0:0:10
302		751		316		0:0:10
303		755		313		0:0:10
304		758		311		0:0:10
305		761		304		0:0:10
306		767		309		0:0:10
307		776		307		0:0:10
308		785		309		0:0:10
309		787		309		0:0:10
310		775		311		0:0:10
311		790		309		0:0:10
312		792		309		0:0:10
313		794		310		0:0:10
314		791		309		0:0:10
315		785		311		0:0:10
316		789		305		0:0:10
317		797		311		0:0:10
